,Name,Network,Announced,Status,dimensions,wight,build,sim,displaytype,displaysize,displayresolution,O_S,chipset,CPU,cardslot,internal,quad,features,video_main,single,video_selfie,Loudspeaker,wlan,bluetooth,nfc,radio,usb,sensors,battery_type,price
80,Samsung Galaxy Watch Active,No cellular connectivity,"2019, February","Available. Released 2019, April",39.5 x 39.5 x 10.5 mm (1.56 x 1.56 x 0.41 in),25 g (0.88 oz),Not Found,No,Super AMOLED ,"1.1 inches, 9.2 cm2 (~58.8% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~302 ppi density)",Tizen-based wearable OS 4.0,Exynos 9110 (10 nm),Dual-core 1.15 GHz Cortex-A53,No,4GB 768MB RAM,No,Not Found,Not Found,Not Found,Not Found,39.5 x 39.5 x 10.5 mm (1.56 x 1.56 x 0.41 in),Wi-Fi 802.11 b/g/n,39.5 x 39.5 x 10.5 mm (1.56 x 1.56 x 0.41 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 230 mAh, non-removable",About 210 EUR
81,Samsung Galaxy View2,HSPA / LTE,"2019, April","Available. Released 2019, April",417.1 x 263.4 x 17.3 mm (16.42 x 10.37 x 0.68 in),2.23 kg (4.92 lb),Not Found,Nano-SIM,IPS LCD ,"17.3 inches, 825.1 cm2 (~75.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~127 ppi density)",Android 8.1 (Oreo),Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),64GB 3GB RAM,No,Not Found,Not Found,5 MP,4K@30fps,417.1 x 263.4 x 17.3 mm (16.42 x 10.37 x 0.68 in),"Wi-Fi 802.11 a/b/g/n, hotspot",417.1 x 263.4 x 17.3 mm (16.42 x 10.37 x 0.68 in),No,No,USB Type-C 2.0,Accelerometer,"Li-Po 12000 mAh, non-removable",About 660 EUR
82,Samsung Galaxy S10 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2019, February","Available. Released 2019, April",162.6 x 77.1 x 7.9 mm (6.40 x 3.04 x 0.31 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","6.7 inches, 112.0 cm2 (~89.4% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~502 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2",Exynos 9820 (8 nm) - GlobalQualcomm SM8150 Snapdragon 855 (7 nm) - USA,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - GlobalOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA,No,"256GB 8GB RAM, 512GB 8GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video
0.3 MP, TOF 3D, (depth)","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF
TOF 3D, (depth sensor)","4K@30/60fps, 1080p@30fps",162.6 x 77.1 x 7.9 mm (6.40 x 3.04 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",162.6 x 77.1 x 7.9 mm (6.40 x 3.04 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","Li-Ion 4500 mAh, non-removable",$ 479.99 / € 575.00 / £ 459.99
83,Samsung Galaxy S10+,GSM / CDMA / HSPA / EVDO / LTE,"2019, February 20","Available. Released 2019, March 08",157.6 x 74.1 x 7.8 mm (6.20 x 2.92 x 0.31 in),175 g / 198 g (ceramic) (6.17 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frameGlass front (Gorilla Glass 6), ceramic back, ceramic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","6.4 inches, 103.8 cm2 (~88.9% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~522 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2",Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 8GB RAM, 512GB 8GB RAM, 1TB 12GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF
8 MP, f/2.2, 22mm (wide), 1/4"", 1.12µm, depth sensor","4K@30/60fps, 1080p@30fps",157.6 x 74.1 x 7.8 mm (6.20 x 2.92 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",157.6 x 74.1 x 7.8 mm (6.20 x 2.92 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 4100 mAh, non-removable","$ 447.00 / € 489.99 / £ 399.99 / ₹ 39,999"
84,Samsung Galaxy S10,GSM / CDMA / HSPA / EVDO / LTE,"2019, February 20","Available. Released 2019, March 08",149.9 x 70.4 x 7.8 mm (5.90 x 2.77 x 0.31 in),157 g (5.54 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","6.1 inches, 93.2 cm2 (~88.3% screen-to-body ratio)","1440 x 3040 pixels, 19:9 ratio (~550 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 8GB RAM, 512GB 8GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF","4K@30/60fps, 1080p@30fps",149.9 x 70.4 x 7.8 mm (5.90 x 2.77 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",149.9 x 70.4 x 7.8 mm (5.90 x 2.77 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3400 mAh, non-removable","$ 425.88 / € 456.55 / £ 368.29 / ₹ 44,090"
85,Samsung Galaxy S10e,GSM / CDMA / HSPA / EVDO / LTE,"2019, February 20","Available. Released 2019, March 08",142.2 x 69.9 x 7.9 mm (5.60 x 2.75 x 0.31 in),150 g (5.29 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Dynamic AMOLED, HDR10+","5.8 inches, 82.8 cm2 (~83.3% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~438 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2",Exynos 9820 (8 nm) - EMEA/LATAMQualcomm SM8150 Snapdragon 855 (7 nm) - USA/China,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAMOcta-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485) - USA/China,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 6GB RAM, 256GB 8GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, Dual Pixel PDAF","4K@30/60fps, 1080p@30fps",142.2 x 69.9 x 7.9 mm (5.60 x 2.75 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",142.2 x 69.9 x 7.9 mm (5.60 x 2.75 x 0.31 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3100 mAh, non-removable",$ 400.00 / € 409.99 / £ 379.99
86,Samsung Galaxy M40,GSM / HSPA / LTE,"2019, June","Available. Released 2019, June",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm, PDAF
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",About 200 EUR
87,Samsung Galaxy M30,GSM / HSPA / LTE,"2019, February 27","Available. Released 2019, March",159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),174 g (6.14 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 6GB RAM","13 MP, f/1.9, PDAF
5 MP, f/2.2, 12mm (ultrawide)
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","$ 306.31 / £ 249.99 / ₹ 12,999"
88,Samsung Galaxy M20,GSM / HSPA / LTE,"2019, January 28","Available. Released 2019, February",156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.3 inches, 97.4 cm2 (~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/1.9, 1/3.1"", 1.12µm, PDAF
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, 25mm (wide)",1080p@30fps,156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",$ 139.99 / £ 219.00
89,Samsung Galaxy M10,GSM / HSPA / LTE,"2019, January","Available. Released 2019, February",155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),163 g (5.75 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.22 inches, 96.6 cm2 (~82.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, 32mm (normal)",1080p@30fps,155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3400 mAh, non-removable",£ 279.00
90,Samsung Galaxy A80,GSM / HSPA / LTE,"2019, April 10","Available. Released 2019, May",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),220 g (7.76 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.7 inches, 108.4 cm2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),No,128GB 8GB RAM,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
TOF 3D, f/1.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps (gyro-EIS), 720p@480fps",Motorized pop-up rotating main camera module,"4K@30fps, 1080p@30/60fps (gyro-EIS)",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3700 mAh, non-removable",$ 499.99 / € 369.99 / £ 390.50
91,Samsung Galaxy A70,GSM / HSPA / LTE,"2019, March 26","Available. Released 2019, May 01",164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),183 g (6.46 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.7 inches, 108.4 cm2 (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.5",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),Yes (market/region dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","$ 284.99 / € 341.00 / £ 215.00 / ₹ 22,990"
92,Samsung Galaxy A60,GSM / CDMA / HSPA / LTE,"2019, April","Available. Released 2019, June",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",$ 275.00
93,Samsung Galaxy A50,GSM / HSPA / LTE,"2019, February 25","Available. Released 2019, March 18",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),166 g (5.86 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 9610 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","25 MP, f/1.7, 26mm (wide), PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),Yes (market dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","$ 241.76 / € 249.99 / £ 209.90 / ₹ 23,000"
94,Samsung Galaxy A40,GSM / HSPA / LTE,"2019, March 19","Available. Released 2019, April",144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),140 g (4.94 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.9 inches, 85.5 cm2 (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)",Android 9.0 (Pie),Exynos 7904 (14 nm),Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53),microSDXC (dedicated slot),64GB 4GB RAM,"16 MP, f/1.7, 26mm (wide), PDAF
5 MP, f/2.2, 13mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable",$ 328.91 / € 229.90 / £ 174.00
95,Samsung Galaxy A30,GSM / HSPA / LTE,"2019, February 25","Available. Released 2019, March",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),165 g (5.82 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","16 MP, f/1.7, 27mm (wide), PDAF
5 MP, f/2.2, 12mm, (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),No,FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","$ 250.00 / £ 188.92 / ₹ 15,499"
96,Samsung Galaxy A20e,GSM / HSPA / LTE,"2019, April 10","Available. Released 2019, May",147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in),141 g (4.97 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"5.8 inches, 82.6 cm2 (~80.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~296 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.9, 28mm (wide), AF
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30/60fps,"8 MP, f/2.0",1080p@30fps,147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",$ 179.99 / € 142.79 / £ 129.36
97,Samsung Galaxy A20,GSM / HSPA / LTE,"2019, March 19","Available. Released 2019, April 05",158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),169 g (5.96 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.4 inches, 100.5 cm2 (~85.0% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Android 9.0 (Pie), One UI",Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.9, 28mm (wide), AF
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",1080p@30fps,158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),Yes (market/region dependent),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",$ 99.99 / £ 214.99
